BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
4537117,02240198',ROANOKE CEMENT COMPANY LLC,54-204465700,9,99030125,IEEPA-RECIPROCAL 10%,FLSMIDTH VENTOMATIC SPA,4/21/2025,4/20/2025,4/20/2025,Air Non-container,457.74,FR,8481200080,,,,,,,VALVES/PNEUMATIC OTHER,,,,,,
2561151,02239117',AUMUND CORPORATION,58-138896800,1,99030125,IEEPA-RECIPROCAL 10%,AUMUND FOERDERTECHNIK GMBH,4/21/2025,4/18/2025,4/05/2025,Vessel Container,117973.44,DE,8428900390,,,,,,,MACH OTHER  F/LIFTING LOAD,,,,,,
4537105,02239158',BMG LABTECH INC,56-192444800,1,99030125,IEEPA-RECIPROCAL 10%,BMG LABTECH GMBH,4/21/2025,4/21/2025,4/21/2025,Air Non-container,318627.75,DE,9027304080,,,,,,,ELECTRICAL SPECTROMETERS/G,,,,,,
4537105,02239158',BMG LABTECH INC,56-192444800,2,99030125,IEEPA-RECIPROCAL 10%,BMG LABTECH GMBH,4/21/2025,4/21/2025,4/21/2025,Air Non-container,24270.37,DE,9027905630,,,,,,,PRT ELEC INSTRUMENT 902730,,,,,,
4537105,02239158',BMG LABTECH INC,56-192444800,3,99030125,IEEPA-RECIPROCAL 10%,BMG LABTECH GMBH,4/21/2025,4/21/2025,4/21/2025,Air Non-container,15967.35,DE,9013200000,,,,,,,LASERS  OTHR THAN LASER DI,,,,,,
4537105,02239158',BMG LABTECH INC,56-192444800,4,99030132,IEEPA-RECIPROCAL EXCLUSION ANN,BMG LABTECH GMBH,4/21/2025,4/21/2025,4/21/2025,Air Non-container,18125.1,DE,8542310030,,,,,,,ELE CIRUIT:PROCESS/CONT  OTHER,,,,,,
4537105,02239158',BMG LABTECH INC,56-192444800,5,99030133,IEEPA-RECIPROCAL EXCLUSION 232,BMG LABTECH GMBH,4/21/2025,4/21/2025,4/21/2025,Air Non-container,172.62,DE,99038508,8302423065,,,,,,DERIV ALUM  NT19(K)  ALL CTRIE,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,
4537105,02239158',BMG LABTECH INC,56-192444800,6,99030125,IEEPA-RECIPROCAL 10%,BMG LABTECH GMBH,4/21/2025,4/21/2025,4/21/2025,Air Non-container,8700.05,DK,9002909500,,,,,,,OTHR OPTICAL ELEMENTS:MOUN,,,,,,
2614739,02239216',CAMCRETE LLC,99-413200300,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,CONAPRO GMBH,4/21/2025,4/19/2025,4/04/2025,Vessel Non-container,2267.78,DE,2839905000,,,,,,,OTH SILICATES;CMRCL ALK MT,,,,,,
2614739,02239216',CAMCRETE LLC,99-413200300,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,CONAPRO GMBH,4/21/2025,4/19/2025,4/04/2025,Vessel Non-container,1085.98,DE,2839190000,,,,,,,OTHR SILICATES; CAMS OF SO,,,,,,
4536997,02239828',LANGHAM HOTELS PACIFIC CORP,26-147035400,1,99030125,IEEPA-RECIPROCAL 10%,ALTFIELD ENTERPRISES LTD,4/21/2025,4/20/2025,4/20/2025,Air Non-container,10320,TR,5309190090,,,,,,,OTHER WOVEN FLAX(>=85%) NS,,,,,,
105503991,02240156',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,98178501,PROTOTYPES  TESTING/EVALUATION,DR. ING. H.C.F. PORSCHE AG,4/21/2025,4/20/2025,4/20/2025,Air Non-container,170508.3,DE,99030133,99039401,8703800060,,,,,IEEPA-RECIPROCAL EXCLUSION 232,PAX VEH & LT  NT33(A)  ALL CTR,OTH VE EL MOTPROPUL EPA>25,,,,
105503991,02240156',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,98178501,PROTOTYPES  TESTING/EVALUATION,DR. ING. H.C.F. PORSCHE AG,4/21/2025,4/20/2025,4/20/2025,Air Non-container,225408.1,DE,99030133,99039401,8703240150,,,,,IEEPA-RECIPROCAL EXCLUSION 232,PAX VEH & LT  NT33(A)  ALL CTR,OT NEW VE;>4 &<=6CYL;CY>3000CC,,,,
2614611,02231403',MAHA USA LLC,52-213556300,1,99038801,ARTICLE OF CHINA US NTE 20(A),NOBLELIFT INTELLIGENT EQUIPMENT CO.  LTD.,4/22/2025,4/22/2025,3/11/2025,Vessel Non-container,33000,CN,99030124,99030128,8413190000,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,PUMP OTH DESGNED FR MEASUR,,,,
2560662,02231676',MESHA STEELS  LLC,20-274801900,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,ATLAS STAINLESS CORPORATION PVT. LTD,4/22/2025,4/22/2025,2/22/2025,Vessel Container,26620.42,IN,7222200062,,,,,,,BAR/ROD SS:NFW CF/F <8% NICKEL,,,,,,
2560662,02231676',MESHA STEELS  LLC,20-274801900,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,ATLAS STAINLESS CORPORATION PVT. LTD,4/22/2025,4/22/2025,2/22/2025,Vessel Container,7374.15,IN,99038187,7222200062,,,,,,STL  NT 16(J) ALL CTRIES,BAR/ROD SS:NFW CF/F <8% NICKEL,,,,,
2560662,02231676',MESHA STEELS  LLC,20-274801900,3,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,ATLAS STAINLESS CORPORATION PVT. LTD,4/22/2025,4/22/2025,2/22/2025,Vessel Container,55206.24,IN,7222200064,,,,,,,BR/RD SS:18-152.4MM =>8-24,,,,,,
2560714,02231775',DOBLA USA MFG LLC,41-218954800,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DOBLA ASIA COMPANY LIMITED,4/22/2025,4/22/2025,3/08/2025,Vessel Container,1991.28,VN,1704903590,,,,,,,CONFECTIONS FOR CNSMPTION OTHR,,,,,,
2560714,02231775',DOBLA USA MFG LLC,41-218954800,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DOBLA ASIA COMPANY LIMITED,4/22/2025,4/22/2025,3/08/2025,Vessel Container,70867.03,VN,1806909090,,,,,,,CHOC & OTH FD PREP  OTHER,,,,,,
2560770,02232807',BORGERS OHIO INC.,30-084196200,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,TIANLONG (THAILAND) CO LTD,4/22/2025,4/22/2025,3/11/2025,Vessel Container,26349.95,TH,5503400000,,,,,,,FIBER SYN STAPLE NT CRD PO,,,,,,
2560720,02233656',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,VENUS WIRE INDUSTRIES PRIVATE LIMITED,4/22/2025,4/18/2025,3/07/2025,Vessel Container,61838.11,IN,7223001046,,,,,,,WIRE S STEEL RND D.76-LT1.,,,,,,
2560828,02234233',TEUFELBERGER G.E.S.M.B.H,181704-13780,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,TEUFELBERGER GMBH,4/22/2025,4/09/2025,3/21/2025,Vessel Container,39160.12,AT,3920620090,,,,,,,PLAST FLAT POLYETHYLENE TEREP,,,,,,
2560718,02234001',VENUS WIRE INDUSTRIES PRIVATE LTD,993901-03595,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,VENUS WIRE INDUSTRIES PRIVATE LIMITED,4/22/2025,4/18/2025,3/08/2025,Vessel Container,61880.16,IN,7223001046,,,,,,,WIRE S STEEL RND D.76-LT1.,,,,,,
105503919,02234803',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,3/28/2025,Vessel Non-container,79515,SE,99039401,8703600020,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OT NW V;CY >1500&<=3000CC;,,,,,
105503927,02235008',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,3/28/2025,Vessel Non-container,64458,SE,99039401,8703600020,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OT NW V;CY >1500&<=3000CC;,,,,,
105503928,02235065',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,3/28/2025,Vessel Non-container,59470,SE,99039401,8703600020,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OT NW V;CY >1500&<=3000CC;,,,,,
2560948,02235768',EDGE INNOVATE (NI) LTD,135501-01432,1,99030125,IEEPA-RECIPROCAL 10%,EDGE INNOVATE (NI) LTD,4/22/2025,4/23/2025,3/27/2025,Rail Container,12000,GB,8474900010,,,,,,,MACH PARTS F/SORTING MACH,,,,,,
2560870,02236055',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,SEDAMYL UK,4/22/2025,4/25/2025,3/22/2025,Vessel Container,54507.6,GB,1109001000,,,,,,,WHEAT GLUTEN USED AS ANIM.FEED,,,,,,
2560865,02236600',FURNITURE RESOURCES INTL INC,58-223756100,1,99038804,ARTICLE OF CHINA US NTE 20(G),HANGZHOU ENTI TECHNOLOGY CO.  LTD,4/22/2025,4/20/2025,3/22/2025,Vessel Container,52271.73,CN,99030124,99030128,9401790015,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,OTDR STS MTL FR W/TXT CVR OTHR,,,,
4537094,02238556',LITTLE PAPER BOAT LLC,85-324435200,1,99030125,IEEPA-RECIPROCAL 10%,SAPPHIRE HOUSE OF FASHION,4/22/2025,4/14/2025,4/14/2025,Air Non-container,1806.75,IN,6111206010,,,,,,,BABY SUNSUITS ETC. COTTON KN/C,,,,,,
4537094,02238556',LITTLE PAPER BOAT LLC,85-324435200,2,99030125,IEEPA-RECIPROCAL 10%,SAPPHIRE HOUSE OF FASHION,4/22/2025,4/14/2025,4/14/2025,Air Non-container,1896,IN,6109100014,,,,,,,OF COTTON BOY'S OTHER T-SHIRTS,,,,,,
4537094,02238556',LITTLE PAPER BOAT LLC,85-324435200,3,99030125,IEEPA-RECIPROCAL 10%,SAPPHIRE HOUSE OF FASHION,4/22/2025,4/14/2025,4/14/2025,Air Non-container,476,IN,6505001560,,,,,,,HATS & OTH HDGEAR  KNITED FLAX,,,,,,
4537094,02238556',LITTLE PAPER BOAT LLC,85-324435200,4,99030125,IEEPA-RECIPROCAL 10%,SAPPHIRE HOUSE OF FASHION,4/22/2025,4/14/2025,4/14/2025,Air Non-container,1085.76,IN,6110202044,,,,,,,BOY'S  SWTSHRTS  O O CTTN  K/C,,,,,,
4537094,02238556',LITTLE PAPER BOAT LLC,85-324435200,5,99030125,IEEPA-RECIPROCAL 10%,SAPPHIRE HOUSE OF FASHION,4/22/2025,4/14/2025,4/14/2025,Air Non-container,2869,IN,6104420020,,,,,,,GIRLS' DRESSES OF COTTON,,,,,,
2560998,02236915',GRASS AMERICA INC,51-066023000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/22/2025,4/03/2025,Vessel Container,60753.28,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2560998,02236915',GRASS AMERICA INC,51-066023000,3,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS CZECH S.R.O.,4/22/2025,4/22/2025,4/03/2025,Vessel Container,6949,CZ,8302423065,,,,,,,OTH MNTNGS FR FURN IR/ST/AL/ZN,,,,,,
2560998,02236915',GRASS AMERICA INC,51-066023000,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,LIRA D.O.O,4/22/2025,4/22/2025,4/03/2025,Vessel Container,25373.04,RS,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2560853,02237301',GRASS AMERICA INC,51-066023000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/21/2025,4/03/2025,Vessel Container,73252.84,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2560854,02237319',GRASS AMERICA INC,51-066023000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/21/2025,4/03/2025,Vessel Container,76249.36,AT,8302423015,,,,,,,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,,,
2560854,02237319',GRASS AMERICA INC,51-066023000,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/21/2025,4/03/2025,Vessel Container,3784.32,AT,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
2560854,02237319',GRASS AMERICA INC,51-066023000,3,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/21/2025,4/03/2025,Vessel Container,570.01,DE,8302106060,,,,,,,HINGES SUIT FOR FURN/CABINETS,,,,,,
2560854,02237319',GRASS AMERICA INC,51-066023000,4,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/21/2025,4/03/2025,Vessel Container,12167.33,AT,99038190,7318158085,,,,,,DERIV STL  NT16(M) ALL CTRIES,OTHER SCREWS/BOLTS:>=6MM NSPF,,,,,
2560854,02237319',GRASS AMERICA INC,51-066023000,5,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,GRASS GMBH,4/22/2025,4/21/2025,4/03/2025,Vessel Container,664.2,DE,3926305000,,,,,,,PLAST FITTINGS OTHER,,,,,,
2560969,02237400',IMS GEAR VIRGINIA LLC,20-800570900,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,IMS GEAR GMBH,4/22/2025,4/22/2025,4/01/2025,Vessel Container,100860.08,DE,8483409000,,,,,,,GEARS AND GEARING,,,,,,
105503938,02237582',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,60943,SE,99039401,8703230140,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OTHR NEW VEH;ENG <=4 CYLINDERS,,,,,
105503939,02237590',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,62522,SE,99039401,8703230140,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OTHR NEW VEH;ENG <=4 CYLINDERS,,,,,
105503940,02237608',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,79042,SE,99039401,8703600020,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OT NW V;CY >1500&<=3000CC;,,,,,
105503941,02237616',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,66826,SE,99039401,8703600020,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OT NW V;CY >1500&<=3000CC;,,,,,
105503945,02237665',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,68210,SE,99039401,8703230140,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OTHR NEW VEH;ENG <=4 CYLINDERS,,,,,
105503946,02237681',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,60903,SE,99039401,8703230140,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OTHR NEW VEH;ENG <=4 CYLINDERS,,,,,
105503947,02237699',IFF  INC.,58-149385700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,VOLVO CAR INTERNATIONAL CORPORATION,4/22/2025,4/22/2025,4/06/2025,Vessel Non-container,74125,SE,99039401,8703600020,,,,,,PAX VEH & LT  NT33(A)  ALL CTR,OT NW V;CY >1500&<=3000CC;,,,,,
4537075,02238325',CANTRELL GAINCO GROUP INC,31-151121700,1,99030133,IEEPA-RECIPROCAL EXCLUSION 232,ROTTGERS KETTEN GMBH,4/22/2025,4/11/2025,4/10/2025,Air Non-container,11936.27,DE,99038190,7315821000,,,,,,DERIV STL  NT16(M) ALL CTRIES,CHAIN WELD LINK ALLOY<=10MM,,,,,
2561120,02238796',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030125,IEEPA-RECIPROCAL 10%,,4/22/2025,4/22/2025,4/10/2025,Vessel Container,28265.89,DE,1109009020,,,,,,,WHEAT GLUTEN  OTHER,,,,,,
2614724,02239133',FI-TECH INC,54-091465000,1,99030125,IEEPA-RECIPROCAL 10%,ARKOTE LTD,4/22/2025,4/22/2025,4/12/2025,Vessel Non-container,14450.1,GB,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
4537121,02240412',ESBAND USA INC,87-443503100,1,99030125,IEEPA-RECIPROCAL 10%,MAX SCHLATTERER,4/22/2025,4/20/2025,4/20/2025,Air Non-container,7927.53,DE,4010353000,,,,,,,ENDLS BLT:CMB W/TX VGFB 60,,,,,,
4537121,02240412',ESBAND USA INC,87-443503100,2,99030125,IEEPA-RECIPROCAL 10%,MAX SCHLATTERER,4/22/2025,4/20/2025,4/20/2025,Air Non-container,999.84,DE,3926906090,,,,,,,BELTS MACHINE OTHER,,,,,,
4537121,02240412',ESBAND USA INC,87-443503100,3,99030125,IEEPA-RECIPROCAL 10%,MAX SCHLATTERER,4/22/2025,4/20/2025,4/20/2025,Air Non-container,223.13,DE,5910009000,,,,,,,TRANS/CONVEYOR BELTS  OTHER,,,,,,
4537123,02240545',AMERICAN FIBER CUSHION INCORPORATE,26-475622700,1,99030125,IEEPA-RECIPROCAL 10%,TECHNOPLANTS SRL,4/22/2025,4/19/2025,4/19/2025,Air Non-container,3303.1,IT,8414901040,,,,,,,PRTS:FNS VNT/RECYC HDS 8414.51,,,,,,
2561315,02240636',BACATI INC,76-066442900,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,BACATI ASIA,4/22/2025,4/22/2025,2/15/2025,Vessel Container,113383.18,IN,9404100000,,,,,,,MATTRESS SUPPORTS,,,,,,
2561315,02240636',BACATI INC,76-066442900,2,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,BACATI ASIA,4/22/2025,4/22/2025,2/15/2025,Vessel Container,20770.1,IN,6302319020,,,,,,,SHEETS N/EMB N/PRINT COT:N/NAP,,,,,,
4537135,02240909',BARRIER TECHNOLOGIES  LLC,20-413297600,1,99030125,IEEPA-RECIPROCAL 10%,UNIRAY MEDICAL LLP,4/22/2025,4/22/2025,4/22/2025,Air Non-container,11955.25,IN,6210203000,,,,,,,GRMNT 6202.11-19 MMF:COATED ET,,,,,,
2560606,02229530',MEBROM LLC,84-463527000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,SAHAMITR PRESSURE CONTAINER PUBLIC CO LTD,4/23/2025,4/23/2025,3/01/2025,Vessel Container,1989,TH,99038190,7311000090,,,,,,DERIV STL  NT16(M) ALL CTRIES,CONT IRN/STL:COMP/LIQ GAS,,,,,
2560579,02230504',MEBROM LLC,84-463527000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,SAHAMITR PRESSURE CONTAINER PUBLIC CO LTD,4/23/2025,4/23/2025,3/05/2025,Vessel Container,525,TH,99038190,7311000090,,,,,,DERIV STL  NT16(M) ALL CTRIES,CONT IRN/STL:COMP/LIQ GAS,,,,,
2560699,02231130',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,AKV LANGHOLT AMBA,4/23/2025,4/23/2025,3/08/2025,Vessel Container,21877.2,DK,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2560674,02231452',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DAHUI (CAMBODIA) STARCH CO. LTD.,4/23/2025,4/19/2025,3/05/2025,Vessel Container,110670,KH,1108140000,,,,,,,CASSAVA (MANIOC) STARCH,,,,,,
2560858,02234290',WESTERN PLASTICS INC,58-196103400,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DAMRA AMBALAJ SAN VE TIC AS,4/23/2025,4/23/2025,3/21/2025,Vessel Container,140098.8,TR,3920435000,,,,,,,PLAST FLAT FLEX NOT IMIT P,,,,,,
2560814,02235404',CASTLE CHEMICALS LTD,151704-07138,1,99030124,CN/HK EO 20% DUTY,HUBEI JIANGHAN NEW MATERIALS CO,4/23/2025,4/23/2025,3/14/2025,Vessel Container,64469,CN,99030128,2930909231,,,,,,IEEPA-RECIPROCAL EXCL IN TRAN,ORGANO-S AMINOETHANE,,,,,
2560815,02235412',CASTLE CHEMICALS LTD,151704-07138,1,99030124,CN/HK EO 20% DUTY,HUBEI JIANGHAN NEW MATERIALS CO,4/23/2025,4/23/2025,3/14/2025,Vessel Container,64469,CN,99030128,2930909231,,,,,,IEEPA-RECIPROCAL EXCL IN TRAN,ORGANO-S AMINOETHANE,,,,,
2614688,02234340',PRO WATER PARTS INC,45-528809200,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,ORGANIC FILTER CO,4/23/2025,4/23/2025,3/22/2025,Vessel Non-container,2551.56,TW,8421990140,,,,,,,FIL/PURIF MACH PARTS  F/WA,,,,,,
2560778,02234886',FURNITURE RESOURCES INTL INC,58-223756100,1,99038803,ARTICLE OF CHINA US NTE 20(F),HANGZHOU ENTI TECHNOLOGY CO.  LTD,4/23/2025,4/23/2025,3/20/2025,Vessel Container,91377.72,CN,99030124,99030128,9401790015,,,,,CN/HK EO 20% DUTY,IEEPA-RECIPROCAL EXCL IN TRAN,OTDR STS MTL FR W/TXT CVR OTHR,,,,
2560798,02235396',CASTLE CHEMICALS LTD,151704-07138,1,99030124,CN/HK EO 20% DUTY,HUBEI JIANGHAN NEW MATERIALS CO,4/23/2025,4/23/2025,3/14/2025,Vessel Container,64469,CN,99030128,2930909231,,,,,,IEEPA-RECIPROCAL EXCL IN TRAN,ORGANO-S AMINOETHANE,,,,,
2614700,02236337',AG WATER SOLUTIONS LLC,86-235391000,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,BUWATEC B.V.,4/23/2025,4/18/2025,3/25/2025,Vessel Non-container,7818.55,NL,99038190,7309000030,,,,,,DERIV STL  NT16(M) ALL CTRIES,TANKS IRN/STL >300L W/O MCH/TH,,,,,
2560889,02237723',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,AK NISASTA SANAYI VE TICARET AS,4/23/2025,4/22/2025,3/31/2025,Vessel Container,49800,TR,1702304085,,,,,,,OT GLUC/SYR<20%WT FRT  OTHER,,,,,,
4537084,02238374',FI-TECH INC,54-091465000,1,99030125,IEEPA-RECIPROCAL 10%,REIFENHAUSER REICOFIL GMBH & CO. KG,4/23/2025,4/22/2025,4/22/2025,Air Non-container,11445.89,BE,5911320080,,,,,,,FAB  OTHER PAPR MK=>650G/M2,,,,,,
4537126,02240867',DOBLA USA MFG LLC,41-218954800,1,99030125,IEEPA-RECIPROCAL 10%,IRCA SRL,4/23/2025,4/23/2025,4/23/2025,Air Non-container,954.65,IT,1806909090,,,,,,,CHOC & OTH FD PREP  OTHER,,,,,,
2560571,02229704',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,PRZEDSIEBIORSTWO PRZEMYSLU ZIEMNIACZANEGO PEPEES S.A.,4/24/2025,4/25/2025,3/02/2025,Vessel Container,22000.8,PL,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2560414,02235016',PROGETTI PLANT S.R.L. LLC,98-178019600,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,PROGETTI PLANT SRL,4/24/2025,4/25/2025,3/17/2025,Vessel Container,294894,IT,8402120000,,,,,,,WATERTUBE BOILRS W/STM PRO<=45,,,,,,
2560279,02235503',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030125,IEEPA-RECIPROCAL 10%,SUNAR PAZARLAMA VE DIS TIC. LTD. STI.,4/24/2025,4/24/2025,2/02/2025,Vessel Container,9011.25,TR,1108120010,,,,,,,CORN (MAIZE) STARCH F/FOOD,,,,,,
2560950,02235982',AMERICAN FIREWORKS COMPANY,34-006522000,1,99030124,CN/HK EO 20% DUTY,JIANGXI PANDA FIREWORKS CO. LTD.,4/24/2025,4/22/2025,3/28/2025,Vessel Container,68083.9,CN,99030128,3604109050,,,,,,IEEPA-RECIPROCAL EXCL IN TRAN,FIREWORKS FLARES RAIN RCKT,,,,,
2560950,02235982',AMERICAN FIREWORKS COMPANY,34-006522000,2,99030124,CN/HK EO 20% DUTY,JIANGXI PANDA FIREWORKS CO. LTD.,4/24/2025,4/22/2025,3/28/2025,Vessel Container,5555.11,CN,99030128,3604109010,,,,,,IEEPA-RECIPROCAL EXCL IN TRAN,FIREWORKS FLARES CLASS 1.4,,,,,
2560860,02236030',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,KROENER-STARKE BIO GMBH,4/24/2025,4/27/2025,3/25/2025,Vessel Container,222510.9,DE,1109009010,,,,,,,WHEAT GLUTEN OTH CERT ORGANIC,,,,,,
2561048,02236295',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,CARGILL BARBY,4/24/2025,4/25/2025,3/30/2025,Vessel Container,135080.61,DE,1109009020,,,,,,,WHEAT GLUTEN  OTHER,,,,,,
2560907,02237046',WESTERN PLASTICS INC,58-196103400,1,99030128,IEEPA-RECIPROCAL EXCL IN TRAN,DAMRA AMBALAJ SAN VE TIC AS,4/24/2025,4/24/2025,3/19/2025,Vessel Container,90780.48,TR,3920435000,,,,,,,PLAST FLAT FLEX NOT IMIT P,,,,,,
2614745,02239448',MANKIEWICZ COATINGS  LLC,56-202308900,1,99030104,MX EO USMCA,SAYER LACK MEXICANA,4/24/2025,4/16/2025,4/16/2025,Truck Non-container,3526.66,MX,99030127,3208900000,,,,,,IEEPA-RECIPROCAL EXCLUSION MX,PAINTS/VARNISHES NON AQUEO,,,,,
2614745,02239448',MANKIEWICZ COATINGS  LLC,56-202308900,2,99030104,MX EO USMCA,SAYER LACK MEXICANA,4/24/2025,4/16/2025,4/16/2025,Truck Non-container,1555.11,MX,99030127,3208900000,,,,,,IEEPA-RECIPROCAL EXCLUSION MX,PAINTS/VARNISHES NON AQUEO,,,,,
